Samplers,Date,Fish #,Tag #,Recap?,Section #,Species,Gear,Length ,Weight (g),Age,Sex,Stomach?,Coho,Sockeye,UI Salmon,Stickleback ,Dolly Varden,Pike,Burbot,Lamprey,UI Fish,Scud,Dragon Fly,Water tiger,Damsel Fly,Caddis Fly,Stonefly,Mayfly,Chironomid,Beetle,Spiker,Wasp,Clam/mussel,Snail,Leech,Water Boatman,White worm,Roundworm,Worm,Moth,Maggot,UI Invert,Mammal,Bird,Eggs,Other (specify),Comments
KD NS JJ,6/29/2018,1075,1099,Y,4,NP,Gill Net,327,260,2,U,Y,,,,,,,,,,1,2,,,,1,,,,,,,,1,,,,,,,,,,,,Cleithera in big bag
KD NS JJ,6/29/2018,1076,,,4,NP,Gill Net,309,200,2,F,Y,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Cleithera in big bag
KD NS JJ,6/29/2018,1077,,,4,NP,Gill Net,194,50,1,U,Y,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,Cleithera in big bag
KD NS JJ,6/29/2018,1078,,,Outlet Fyke,NP,Fyke,305,222,1,F,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,Cleithera in big bag
KD NS JJ,6/29/2018,1079,,,Outlet Fyke,NP,Fyke,294,185,1,M,Y,,,3,,,,,,,21,2,,,,,,,,,,,,,,,,,,,,,,,,Cleithera in big bag
KD NS JJ,6/29/2018,1080,,,Outlet Fyke,NP,Fyke,374,460,2,F,Y,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cleithera in big bag
KD NS JJ,6/29/2018,1081,,,Lilly Fyke,NP,Fyke,290,204,1,M,Y,,,,,,,,,,30,,,,,,,,,,,,1,,,,,,,,,,,,,Cleithera in big bag
KD NS JJ,6/29/2018,1082,,,Lilly Fyke,NP,Fyke,281,170,1,M,Y,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,Cleithera in big bag
KD NS JJ,6/29/2018,988,1060,Y,4,NP,Gill Net,349,306,2,M,Y,,,,,,,,,,5,,,,,,,,,,,,2,1,,,,,,,,,,,,
KD NS JJ,6/29/2018,989,1051,Y,4,NP,Gill Net,354,319,3,M,Y,,,,,,,,,,22,,,,,,,,,,,,,,,,,,1,,,,,,,
KD NS JJ,6/29/2018,990,,,4,NP,Gill Net,397,500,2.5,M,Y,,,,,,,,,,,,,,,,,,,,,4,2,4,,,,,,,,,,,,
KD NS JJ,6/29/2018,991,,,4,NP,Gill Net,363,368,2,M,Y,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,
KD NS JJ,6/29/2018,992,,,4,NP,Gill Net,240,100,1,F,Y,,,,,,,,,,5,2,,,,,,,,,,,,,3,,,,1,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,323,266,,F,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,341,272,,F,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,270,144,,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,1848,Y,6,NP,Gill Net,465,813,,F,Y,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,275,178,,M,Y,,,,,,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,304,237,,F,Y,,,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,345,345,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,310,207,,F,Y,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,289,210,,U,Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,360,355,,F,Y,,,,,,,,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,346,304,,F,Y,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,304,205,,U,Y,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,305,234,,F,Y,,,,,,,,,,1,8,2,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,317,267,,F,Y,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,1,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,357,369,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,279,154,,U,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,993,,,6,NP,Gill Net,251,104,,F,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,994,,,6,NP,Gill Net,309,200,,M,Y,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,995,1849,Y,6,NP,Gill Net,326,250,,M,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,996,,,6,NP,Gill Net,350,297,,M,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,30,,,,,
AW PB,6/30/2018,997,,,6,NP,Gill Net,245,105,,U,Y,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,998,,,6,NP,Gill Net,215,85,,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,999,,,6,NP,Gill Net,326,303,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,1000,,,6,NP,Gill Net,326,289,,F,Y,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,250,125,,M,Y,,,,,,,,,,6,3,2,,,,,,,,,,,,,,,,,,5,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,301,215,,F,Y,,,,,,,,,,10,2,4,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,250,133,,M,Y,,,,,,,,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,223,87,,U,Y,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,316,231,,F,Y,,,,,,,,,,30,2,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,296,223,,M,Y,,,,,,,,,,4,1,5,,,,,,,,,,,1,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,280,183,,U,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,234,92,,F,Y,,,,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,325,275,,F,Y,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,246,132,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,285,173,,F,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,256,150,,F,Y,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,4,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,346,343,,M,Y,,,,,,,,,,2,2,4,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,274,172,,U,Y,,,,,,,,,,,4,,,,,,,,,,,,,3,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,256,157,,U,Y,,,,,,,,,,2,3,,,,,,,,,,,1,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,321,273,,M,Y,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,281,162,,M,Y,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,315,226,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,245,121,,U,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,239,135,,M,Y,,,,,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,341,321,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,293,199,,M,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,287,212,,F,Y,,,,,,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,267,152,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,258,143,,F,Y,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,312,265,,F,Y,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,260,137,,F,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,272,159,,F,Y,,,,,,,,,,3,3,,,,,,,,,,,,,1,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,299,235,,M,Y,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,255,149,,F,Y,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,323,333,,M,Y,,,,,,,,,,6,,,,,,,,,,,,,1,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,300,218,,U,Y,,,,,,,,,,2,,,,,,,,,,,,,7,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,323,274,,F,Y,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,273,169,,F,Y,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,325,318,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,325,287,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,283,186,,U,Y,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,1,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,290,189,,F,Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,279,176,,U,Y,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,5,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,250,124,,U,Y,,,,,,,,,,5,3,,1,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,264,132,,U,Y,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,230,105,,M,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,286,191,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,286,179,,M,Y,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,
AW PB,6/30/2018,,,,6,NP,Gill Net,213,79,,F,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,1035,Y,5,NP,Gill Net,401,406,,F,Y,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,1889,Y,5,NP,Gill Net,534,930,,F,Y,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,1366,Y,5,NP,Gill Net,535,1063,,M,Y,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,474,740,,M,Y,,,,,,,,,,1,2,1,,,,,,,,,,1,,,,,,,,,,,,,
CJ EH,6/30/2018,,1404,Y,5,NP,Gill Net,418,430,,F,Y,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,397,399,,M,Y,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,383,368,,F,Y,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,319,243,,F,Y,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,366,351,,M,Y,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,264,135,,F,Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,243,119,,M,Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,246,116,,F,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,282,160,,M,Y,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,245,112,,M,Y,,,,,,,,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,235,93,,F,Y,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,286,158,,M,Y,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,232,101,,M,Y,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,222,89,,M,Y,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,235,100,,M,Y,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,
CJ EH,6/30/2018,,,,5,NP,Gill Net,235,90,,F,Y,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
